
  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  10.9.2026, 00:04:57       │
  │   node v26.8.2 · win32 · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 4  ·  Sessions live: 1/2
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

00:04:57  BOOT       › Dashboard-Webserver gestartet (Port 7777).
18:21:32  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:32  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:32  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:32  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:33  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:33  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:33  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:33  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:33  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:34  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:34  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:34  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:34  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:34  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:35  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:35  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:35  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:35  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:35  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:35  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:36  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:36  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:36  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:36  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:37  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
18:21:37  IP_BLOCKED_STATIC_DENIED   34.20.140.166            risk 55
